date,open,high,low,close,volume,per,pbr,roe,ratio_price_ma5,ratio_price_ma20,ratio_price_ma60,ratio_price_ma120,ratio_volume_ma5,ratio_volume_ma20,ratio_volume_ma60,ratio_volume_ma120,ratio_market_kospi_ma5,ratio_market_kospi_ma20,ratio_market_kospi_ma60,ratio_market_kospi_ma120,ratio_market_kosdaq_ma5,ratio_market_kosdaq_ma20,ratio_market_kosdaq_ma60,ratio_market_kosdaq_ma120,ratio_bond_k3y_ma5,ratio_bond_k3y_ma20,ratio_bond_k3y_ma60,ratio_bond_k3y_ma120
20170102,35980.0,36240.0,35880.0,36100.0,4650600.0,9.35,1.25,14.08,1.0036699288256228,1.0126227208976157,1.0788786834293,1.111213716255733,0.8214575899954075,0.5475163770158733,0.3873446266510777,0.3807247682312936,1.0114937833433912,1.035906102238685,1.0164840871079652,0.9642084046685351,1.0114937833433912,1.035906102238685,1.0164840871079652,0.9642084046685351,1.0002927641510297,1.0016673843137613,0.9961710259873674,0.9906991231464789
20170103,36280.0,36620.0,36020.0,36480.0,7357650.0,9.35,1.25,14.08,1.0113107119095144,1.020248349927285,1.0886735769850586,1.1209841388528965,1.192833901569499,0.872002792248311,0.6284596070787495,0.6051048797948264,1.0118097797850716,1.038103095361966,1.0248180605191426,0.9718689082141391,1.0118097797850716,1.038103095361966,1.0248180605191426,0.9718689082141391,1.0007133907094579,1.002375046664972,0.9970884270671484,0.9915479257981591
20170104,36500.0,36520.0,36100.0,36160.0,7971750.0,9.35,1.25,14.08,1.0014401240722277,1.0096046459682824,1.0763079304289158,1.1091967832475293,1.1668474370853075,0.9797947860426486,0.7117732432904206,0.6569840708095881,1.0100532993588545,1.0384060090990506,1.0308552134976283,0.9775262842289908,1.0100532993588545,1.0384060090990506,1.0308552134976283,0.9775262842289908,0.9999177097715075,1.001921663028715,0.9967666152454433,0.991175253246969
20170105,36060.0,36060.0,35540.0,35560.0,10967450.0,9.35,1.25,14.08,0.9859154929577465,0.992686058846519,1.05590308021221,1.08913822499464,1.4256809631888603,1.3367876058168047,1.0220190547899761,0.9032777684455656,1.0094522098853587,1.0373874518784245,1.0359536556106428,0.9823889180378376,1.0094522098853587,1.0373874518784245,1.0359536556106428,0.9823889180378376,1.0009232259892686,1.0029493121324808,0.9981988360424228,0.9925667027107873
20170106,36180.0,36440.0,36040.0,36200.0,8880950.0,9.35,1.25,14.08,1.002770083102493,1.0099882819039117,1.0722219479686035,1.1069885019978798,1.1149016781994758,1.1349090652346363,0.8446169355477853,0.7332200206684558,1.0074626951220746,1.0343929818485738,1.0384302585752692,0.9849725789851642,1.0074626951220746,1.0343929818485738,1.0384302585752692,0.9849725789851642,1.0006397367940048,1.0026074753732077,0.9982912009385098,0.9926001473171284
20170109,36600.0,37500.0,36560.0,37220.0,13194900.0,9.35,1.25,14.08,1.0246668869067284,1.0361050023661722,1.0993511799860192,1.1361936596608513,1.3638787994054498,1.6592401641019192,1.2568128480044234,1.0882072395538631,1.0018972746624708,1.0279861064869371,1.0365966461444474,0.9833603197371219,1.0018972746624708,1.0279861064869371,1.0365966461444474,0.9833603197371219,0.9992963023889163,1.0010963582138745,0.9971684046855834,0.99141445089282
20170110,37280.0,37400.0,37080.0,37240.0,9099800.0,9.35,1.25,14.08,1.0209452790876192,1.0334970721283268,1.0970041535334492,1.1349045103616415,0.9078945661814811,1.1611860564010672,0.8718558506366324,0.751751733627854,0.9933912082695922,1.0165713655129305,1.0284864847253168,0.9758594273470796,0.9933912082695922,1.0165713655129305,1.0284864847253168,0.9758594273470796,0.9996069936844799,1.0011121434161567,0.9975828886760615,0.9917643898367652
20170111,37520.0,38560.0,37420.0,38280.0,12018150.0,9.35,1.25,14.08,1.0373983739837398,1.0580138746856085,1.1240530117651664,1.1643457145609115,1.1094786401717094,1.5303258395883783,1.1484682662117105,0.9915479935250694,0.9958038925609441,1.0162644153624765,1.0309978590411952,0.978459182858877,0.9958038925609441,1.0162644153624765,1.0309978590411952,0.978459182858877,0.9996618441375654,1.0010089709183008,0.9978591672647212,0.9919832523093259
20170112,38000.0,38800.0,37980.0,38800.0,11669150.0,9.35,1.25,14.08,1.0333439863641205,1.067576491305305,1.135820298396776,1.177774067722009,1.0634818215207167,1.4470618288870454,1.1218632169343503,0.960182044686688,0.9909248210022725,1.0066151166302504,1.0236509748379476,0.9716399568328566,0.9909248210022725,1.0066151166302504,1.0236509748379476,0.9716399568328566,1.0005392510807871,1.0017111536103511,0.998860196526755,0.9929240443038047
20170113,38100.0,38320.0,37460.0,37460.0,15954450.0,9.35,1.25,14.08,0.991005291005291,1.0274836798507871,1.093892966301322,1.1352031152931195,1.2879693621445854,1.8609950338705774,1.5201499462934884,1.3061564380583282,0.9965675499548485,1.0083657014314173,1.0271600912164838,0.9753352542969578,0.9965675499548485,1.0083657014314173,1.0271600912164838,0.9753352542969578,1.0007586005191387,1.0017130532830472,0.9992448284437306,0.9932716756101737
