date,open,high,low,close,volume,per,pbr,roe,ratio_price_ma5,ratio_price_ma20,ratio_price_ma60,ratio_price_ma120,ratio_volume_ma5,ratio_volume_ma20,ratio_volume_ma60,ratio_volume_ma120,ratio_market_kospi_ma5,ratio_market_kospi_ma20,ratio_market_kospi_ma60,ratio_market_kospi_ma120,ratio_market_kosdaq_ma5,ratio_market_kosdaq_ma20,ratio_market_kosdaq_ma60,ratio_market_kosdaq_ma120,ratio_bond_k3y_ma5,ratio_bond_k3y_ma20,ratio_bond_k3y_ma60,ratio_bond_k3y_ma120
20170102,103644.0,104319.0,102681.0,104222.0,433573.0,40.44,6.13,16.53,1.031467977799419,1.0853852278176959,1.0875426133843853,1.0744659775292946,0.44085800214219895,0.681522455016874,0.8756132089173376,0.8822233888640882,1.0114937833433912,1.035906102238685,1.0164840871079652,0.9642084046685351,1.0114937833433912,1.035906102238685,1.0164840871079652,0.9642084046685351,1.0002927641510297,1.0016673843137613,0.9961710259873674,0.9906991231464789
20170103,103740.0,104222.0,102200.0,102681.0,382069.0,40.44,6.13,16.53,1.0056747396710726,1.063354847729338,1.070476521436949,1.057605988098272,0.4411853687782158,0.6001769259667015,0.7674281692089104,0.7758272862787233,1.0118097797850716,1.038103095361966,1.0248180605191426,0.9718689082141391,1.0118097797850716,1.038103095361966,1.0248180605191426,0.9718689082141391,1.0007133907094579,1.002375046664972,0.9970884270671484,0.9915479257981591
20170104,103066.0,103066.0,101236.0,102200.0,349978.0,40.44,6.13,16.53,0.9919652753916903,1.0526971760007704,1.0639778265077617,1.051653653338803,0.5326016853794082,0.5474334355351526,0.7105835106717233,0.7102038269371371,1.0100532993588545,1.0384060090990506,1.0308552134976283,0.9775262842289908,1.0100532993588545,1.0384060090990506,1.0308552134976283,0.9775262842289908,0.9999177097715075,1.001921663028715,0.9967666152454433,0.991175253246969
20170105,102488.0,103547.0,101910.0,102488.0,312028.0,40.44,6.13,16.53,0.9949479848245386,1.0492359132543738,1.0653542275779913,1.0536419672068227,0.7908496765157479,0.4944642406075279,0.6343924092813853,0.6331004840670568,1.0094522098853587,1.0373874518784245,1.0359536556106428,0.9823889180378376,1.0094522098853587,1.0373874518784245,1.0359536556106428,0.9823889180378376,1.0009232259892686,1.0029493121324808,0.9981988360424228,0.9925667027107873
20170106,102006.0,102392.0,101140.0,101428.0,277541.0,40.44,6.13,16.53,0.988540385443814,1.0324637515930568,1.052928440355544,1.0418919602577612,0.7906299549507204,0.44694276724759036,0.5680546062371779,0.5642652189455116,1.0074626951220746,1.0343929818485738,1.0384302585752692,0.9849725789851642,1.0074626951220746,1.0343929818485738,1.0384302585752692,0.9849725789851642,1.0006397367940048,1.0026074753732077,0.9982912009385098,0.9926001473171284
20170109,101525.0,101910.0,100080.0,100080.0,342236.0,40.44,6.13,16.53,0.9833417505605481,1.0146489434288604,1.0378575693966139,1.0273236122414517,1.0284448376418094,0.5510426443142712,0.6982368551662528,0.6960400699559902,1.0018972746624708,1.0279861064869371,1.0365966461444474,0.9833603197371219,1.0018972746624708,1.0279861064869371,1.0365966461444474,0.9833603197371219,0.9992963023889163,1.0010963582138745,0.9971684046855834,0.99141445089282
20170110,100466.0,100947.0,99694.0,100080.0,227494.0,40.44,6.13,16.53,0.988393682497294,1.0107753418487049,1.036371911297417,1.0265388359585024,0.7536522454128698,0.3658115562516432,0.4678933565789341,0.46301631709143454,0.9933912082695922,1.0165713655129305,1.0284864847253168,0.9758594273470796,0.9933912082695922,1.0165713655129305,1.0284864847253168,0.9758594273470796,0.9996069936844799,1.0011121434161567,0.9975828886760615,0.9917643898367652
20170111,100754.0,100851.0,99887.0,100080.0,234024.0,40.44,6.13,16.53,0.9925499250232072,1.0081885094918108,1.0360377147542206,1.0258115947562456,0.8398052712831124,0.38421630538714524,0.4947183137670109,0.4766366427691623,0.9958038925609441,1.0162644153624765,1.0309978590411952,0.978459182858877,0.9958038925609441,1.0162644153624765,1.0309978590411952,0.978459182858877,0.9996618441375654,1.0010089709183008,0.9978591672647212,0.9919832523093259
20170112,99791.0,99887.0,98828.0,98828.0,382476.0,40.44,6.13,16.53,0.9873005978069755,0.9941639593936715,1.0229840519738447,1.012480822868617,1.3064748515990547,0.6316395468490439,0.8172884847546367,0.7828580111944804,0.9909248210022725,1.0066151166302504,1.0236509748379476,0.9716399568328566,0.9909248210022725,1.0066151166302504,1.0236509748379476,0.9716399568328566,1.0005392510807871,1.0017111536103511,0.998860196526755,0.9929240443038047
20170113,98924.0,100369.0,98732.0,98924.0,314633.0,40.44,6.13,16.53,0.9932288068884642,0.9943139842616874,1.0235276650141412,1.0133232310134845,1.04817361744543,0.5221161707774716,0.6720913709151172,0.6587239598235882,0.9965675499548485,1.0083657014314173,1.0271600912164838,0.9753352542969578,0.9965675499548485,1.0083657014314173,1.0271600912164838,0.9753352542969578,1.0007586005191387,1.0017130532830472,0.9992448284437306,0.9932716756101737
