date,open,high,low,close,volume,per,pbr,roe,ratio_price_ma5,ratio_price_ma20,ratio_price_ma60,ratio_price_ma120,ratio_volume_ma5,ratio_volume_ma20,ratio_volume_ma60,ratio_volume_ma120,ratio_market_kospi_ma5,ratio_market_kospi_ma20,ratio_market_kospi_ma60,ratio_market_kospi_ma120,ratio_market_kosdaq_ma5,ratio_market_kosdaq_ma20,ratio_market_kosdaq_ma60,ratio_market_kosdaq_ma120,ratio_bond_k3y_ma5,ratio_bond_k3y_ma20,ratio_bond_k3y_ma60,ratio_bond_k3y_ma120
20170102,250000.0,255000.0,247500.0,253000.0,294947.0,15.81,1.29,8.54,0.9697201993100805,0.9933254809579898,1.0375230674595037,1.0205213533000554,1.375711300583966,1.2687013841438457,1.2004779167680528,1.1670197535780775,1.0114937833433912,1.035906102238685,1.0164840871079652,0.9642084046685351,1.0114937833433912,1.035906102238685,1.0164840871079652,0.9642084046685351,1.0002927641510297,1.0016673843137613,0.9961710259873674,0.9906991231464789
20170103,255000.0,264000.0,254000.0,262000.0,253540.0,15.81,1.29,8.54,1.0049865746068278,1.0228381807534648,1.072269022202517,1.0565758741787508,1.0743976059332987,1.06604931056202,1.0321996150455355,1.0043805806417598,1.0118097797850716,1.038103095361966,1.0248180605191426,0.9718689082141391,1.0118097797850716,1.038103095361966,1.0248180605191426,0.9718689082141391,1.0007133907094579,1.002375046664972,0.9970884270671484,0.9915479257981591
20170104,263000.0,269000.0,262000.0,268500.0,255597.0,15.81,1.29,8.54,1.0283416315587897,1.0428196912321586,1.096365863617803,1.082188560104793,1.124861041063191,1.0980292592146292,1.0439048271090616,1.0094899155967396,1.0100532993588545,1.0384060090990506,1.0308552134976283,0.9775262842289908,1.0100532993588545,1.0384060090990506,1.0308552134976283,0.9775262842289908,0.9999177097715075,1.001921663028715,0.9967666152454433,0.991175253246969
20170105,267000.0,268500.0,265000.0,267500.0,148537.0,15.81,1.29,8.54,1.0194359756097562,1.0342161221728203,1.0900200346361506,1.0776513244032633,0.6640382963009986,0.6476735561676521,0.6108035960585225,0.586822402537918,1.0094522098853587,1.0373874518784245,1.0359536556106428,0.9823889180378376,1.0094522098853587,1.0373874518784245,1.0359536556106428,0.9823889180378376,1.0009232259892686,1.0029493121324808,0.9981988360424228,0.9925667027107873
20170106,268000.0,268500.0,265000.0,266000.0,84524.0,15.81,1.29,8.54,1.0098709187547457,1.0256410256410255,1.08130081300813,1.0712487834345739,0.40748400657574396,0.4008500350229226,0.3527625743799454,0.33481355487075803,1.0074626951220746,1.0343929818485738,1.0384302585752692,0.9849725789851642,1.0074626951220746,1.0343929818485738,1.0384302585752692,0.9849725789851642,1.0006397367940048,1.0026074753732077,0.9982912009385098,0.9926001473171284
20170109,264500.0,267000.0,261500.0,264500.0,124839.0,15.81,1.29,8.54,0.9954836281520512,1.0173076923076922,1.072877230935641,1.0649755901152549,0.7199173737683628,0.6045391647326731,0.525832249716439,0.4958211915611225,1.0018972746624708,1.0279861064869371,1.0365966461444474,0.9833603197371219,1.0018972746624708,1.0279861064869371,1.0365966461444474,0.9833603197371219,0.9992963023889163,1.0010963582138745,0.9971684046855834,0.99141445089282
20170110,266500.0,270500.0,266000.0,267500.0,192011.0,15.81,1.29,8.54,1.002623688155922,1.0252970486776543,1.0830324909747293,1.0766934442450566,1.1918627747955328,0.9373916813207093,0.8140025284918125,0.7614063890430909,0.9933912082695922,1.0165713655129305,1.0284864847253168,0.9758594273470796,0.9933912082695922,1.0165713655129305,1.0284864847253168,0.9758594273470796,0.9996069936844799,1.0011121434161567,0.9975828886760615,0.9917643898367652
20170111,269000.0,281000.0,268000.0,280000.0,559100.0,15.81,1.29,8.54,1.0405053883314752,1.0679889386859922,1.1309704130061597,1.1262129413933533,2.5207144022917713,2.5008655293864,2.3470047913291934,2.187080745957134,0.9958038925609441,1.0162644153624765,1.0309978590411952,0.978459182858877,0.9958038925609441,1.0162644153624765,1.0309978590411952,0.978459182858877,0.9996618441375654,1.0010089709183008,0.9978591672647212,0.9919832523093259
20170112,281000.0,287000.0,278500.0,285000.0,321519.0,15.81,1.29,8.54,1.045487894350697,1.0792388525986936,1.148036253776435,1.1452107087246974,1.253981105981078,1.399519969077442,1.3585797799780133,1.2499492987285223,0.9909248210022725,1.0066151166302504,1.0236509748379476,0.9716399568328566,0.9909248210022725,1.0066151166302504,1.0236509748379476,0.9716399568328566,1.0005392510807871,1.0017111536103511,0.998860196526755,0.9929240443038047
20170113,283000.0,287500.0,281000.0,283000.0,283435.0,15.81,1.29,8.54,1.0253623188405796,1.0656123505601054,1.1375360085750652,1.1358809264988712,0.9569661504054281,1.2261380878890555,1.2078454234000315,1.1035909259220082,0.9965675499548485,1.0083657014314173,1.0271600912164838,0.9753352542969578,0.9965675499548485,1.0083657014314173,1.0271600912164838,0.9753352542969578,1.0007586005191387,1.0017130532830472,0.9992448284437306,0.9932716756101737
